,h3,count,geometry
812,88194ada99fffff,28,"POLYGON ((-0.1590262228925342 51.42584760646879, -0.1657260074071121 51.42464841799237, -0.1669455968993431 51.42016889939825, -0.1614661824940172 51.41688883667997, -0.1547674615315344 51.41808806598743, -0.153547091533271 51.42256731716698, -0.1590262228925342 51.42584760646879))"
813,88194ada9bfffff,9,"POLYGON ((-0.1547674615315344 51.41808806598743, -0.1614661824940172 51.41688883667997, -0.1626858952724386 51.41240909632926, -0.1572076673717516 51.40912885276125, -0.1505100096980617 51.4103281229965, -0.1492895167472036 51.41480759585684, -0.1547674615315344 51.41808806598743))"
814,88194ada9dfffff,27,"POLYGON ((-0.1712066087272668 51.42792829961922, -0.1779070822966027 51.42672843596917, -0.1791258908766667 51.42224865006323, -0.1736450069105568 51.41896899510399, -0.1669455968993431 51.42016889939825, -0.1657260074071121 51.42464841799237, -0.1712066087272668 51.42792829961922))"
815,88194adaa1fffff,6,"POLYGON ((-0.2199497363360038 51.43624023435994, -0.2266529614511066 51.43503766757626, -0.2278686423218186 51.43055681345213, -0.2223818807247561 51.42727879299644, -0.2156797191885064 51.42848139967672, -0.2144632557814072 51.43296198690085, -0.2199497363360038 51.43624023435994))"
816,88194adaa3fffff,10,"POLYGON ((-0.2156797191885064 51.42848139967672, -0.2223818807247561 51.42727879299644, -0.2235976865517741 51.42279771673608, -0.2181121131555562 51.41951951411674, -0.2114110149354555 51.4207221607906, -0.210194426906352 51.42520297007497, -0.2156797191885064 51.42848139967672))"
817,88194adaa9fffff,3,"POLYGON ((-0.2120297959310302 51.44192245002684, -0.2187333976986711 51.44072059937888, -0.2199497363360038 51.43624023435994, -0.2144632557814072 51.43296198690085, -0.2077607178508423 51.43416387753536, -0.2065435967487866 51.43864397562719, -0.2120297959310302 51.44192245002684))"
818,88194adaabfffff,4,"POLYGON ((-0.2077607178508423 51.43416387753536, -0.2144632557814072 51.43296198690085, -0.2156797191885064 51.42848139967672, -0.210194426906352 51.42520297007497, -0.2034929525499297 51.42640490079306, -0.2022757070124729 51.4308852210141, -0.2077607178508423 51.43416387753536))"
819,88194adaadfffff,2,"POLYGON ((-0.22422106693631 51.44399866445337, -0.2309253558930369 51.44279613746924, -0.2321409116595249 51.43831550562631, -0.2266529614511066 51.43503766757626, -0.2199497363360038 51.43624023435994, -0.2187333976986711 51.44072059937888, -0.22422106693631 51.44399866445337))"
820,88194adab1fffff,16,"POLYGON ((-0.1992264994702325 51.41864552018673, -0.2059269105152862 51.41744354928814, -0.2071436230188131 51.4129625180885, -0.201660706050382 51.40968372492723, -0.1949613580539034 51.41088573610322, -0.1937438640881612 51.41536650014787, -0.1992264994702325 51.41864552018673))"
821,88194adab3fffff,17,"POLYGON ((-0.1949613580539034 51.41088573610322, -0.201660706050382 51.40968372492723, -0.2028775428808118 51.40520247195734, -0.1973958129540118 51.40192349737916, -0.1906975277433914 51.40312554892938, -0.1894799097845551 51.40760653466835, -0.1949613580539034 51.41088573610322))"
822,88194adab5fffff,2,"POLYGON ((-0.2114110149354555 51.4207221607906, -0.2181121131555562 51.41951951411674, -0.2193280437911213 51.41503821586512, -0.2138436581854152 51.41175983132411, -0.2071436230188131 51.4129625180885, -0.2059269105152862 51.41744354928814, -0.2114110149354555 51.4207221607906))"
823,88194adab7fffff,6,"POLYGON ((-0.2071436230188131 51.4129625180885, -0.2138436581854152 51.41175983132411, -0.2150597134818573 51.40727831122627, -0.209576515256521 51.40399974500554, -0.2028775428808118 51.40520247195734, -0.201660706050382 51.40968372492723, -0.2071436230188131 51.4129625180885))"
824,88194adab9fffff,18,"POLYGON ((-0.1913083429362616 51.42432731739171, -0.1980091296449046 51.42312606239206, -0.1992264994702325 51.41864552018673, -0.1937438640881612 51.41536650014787, -0.1870441406857247 51.41656779551491, -0.1858259894700875 51.42104807053821, -0.1913083429362616 51.42432731739171))"
825,88194adabbfffff,32,"POLYGON ((-0.1870441406857247 51.41656779551491, -0.1937438640881612 51.41536650014787, -0.1949613580539034 51.41088573610322, -0.1894799097845551 51.40760653466835, -0.182781249425468 51.40880787049959, -0.1815629744032667 51.41328836728631, -0.1870441406857247 51.41656779551491))"
826,88194adabdfffff,19,"POLYGON ((-0.2034929525499297 51.42640490079306, -0.210194426906352 51.42520297007497, -0.2114110149354555 51.4207221607906, -0.2059269105152862 51.41744354928814, -0.1992264994702325 51.41864552018673, -0.1980091296449046 51.42312606239206, -0.2034929525499297 51.42640490079306))"
827,88194adac1fffff,4,"POLYGON ((-0.176074374760225 51.45688173556874, -0.1827784161171279 51.45568270944765, -0.1839975109929992 51.45120407932829, -0.1785133464653303 51.44792474242597, -0.171810369714218 51.44912380899046, -0.1705904929961602 51.45360217199867, -0.176074374760225 51.45688173556874))"
828,88194adac3fffff,16,"POLYGON ((-0.171810369714218 51.44912380899046, -0.1785133464653303 51.44792474242597, -0.1797325652162557 51.44344588997077, -0.1742495888350759 51.44016637125188, -0.1675476764262517 51.44136547835676, -0.1663276761674478 51.44584406362495, -0.171810369714218 51.44912380899046))"
829,88194adac5fffff,18,"POLYGON ((-0.1882637692022261 51.45896186429164, -0.194968499636838 51.4577621622492, -0.196186812263841 51.45328326512161, -0.190701176816248 51.45000433702946, -0.1839975109929992 51.45120407932829, -0.1827784161171279 51.45568270944765, -0.1882637692022261 51.45896186429164))"
830,88194adac7fffff,12,"POLYGON ((-0.1839975109929992 51.45120407932829, -0.190701176816248 51.45000433702946, -0.1919196136527469 51.44552521749009, -0.1864351666915329 51.4422461073185, -0.1797325652162557 51.44344588997077, -0.1785133464653303 51.44792474242597, -0.1839975109929992 51.45120407932829))"
831,88194adac9fffff,27,"POLYGON ((-0.16815020505521 51.46255818608294, -0.1748546217302398 51.46135987617231, -0.176074374760225 51.45688173556874, -0.1705904929961602 51.45360217199867, -0.1638871411846986 51.45480052244265, -0.1626666063849258 51.45927839590814, -0.16815020505521 51.46255818608294))"
832,88194adacbfffff,12,"POLYGON ((-0.1638871411846986 51.45480052244265, -0.1705904929961602 51.45360217199867, -0.171810369714218 51.44912380899046, -0.1663276761674478 51.44584406362495, -0.1596253889558832 51.44704245469926, -0.1584047308023586 51.45152055049356, -0.1638871411846986 51.45480052244265))"
833,88194adacdfffff,40,"POLYGON ((-0.1803396921226222 51.46463925770522, -0.1870447983488883 51.46344027193044, -0.1882637692022261 51.45896186429164, -0.1827784161171279 51.45568270944765, -0.176074374760225 51.45688173556874, -0.1748546217302398 51.46135987617231, -0.1803396921226222 51.46463925770522))"
834,88194adad1fffff,40,"POLYGON ((-0.1553649478106336 51.43928398323911, -0.1620661706859373 51.43808555143748, -0.1632862943382817 51.43360674405405, -0.1578059759937436 51.43032663582268, -0.1511058171911346 51.4315251084485, -0.1498849127714657 51.43600364846633, -0.1553649478106336 51.43928398323911))"
835,88194adad3fffff,5,"POLYGON ((-0.1511058171911346 51.4315251084485, -0.1578059759937436 51.43032663582268, -0.1590262228925342 51.42584760646879, -0.153547091533271 51.42256731716698, -0.146847996539835 51.42376583071384, -0.1456269692075478 51.42824459262632, -0.1511058171911346 51.4315251084485))"
836,88194adad5fffff,7,"POLYGON ((-0.1675476764262517 51.44136547835676, -0.1742495888350759 51.44016637125188, -0.1754689313136686 51.43568729660557, -0.169987142668276 51.43240759631185, -0.1632862943382817 51.43360674405405, -0.1620661706859373 51.43808555143748, -0.1675476764262517 51.44136547835676))"
837,88194adad7fffff,62,"POLYGON ((-0.1632862943382817 51.43360674405405, -0.169987142668276 51.43240759631185, -0.1712066087272668 51.42792829961922, -0.1657260074071121 51.42464841799237, -0.1590262228925342 51.42584760646879, -0.1578059759937436 51.43032663582268, -0.1632862943382817 51.43360674405405))"
838,88194adad9fffff,29,"POLYGON ((-0.147442569245426 51.44496001704588, -0.1541441664505215 51.44376230121752, -0.1553649478106336 51.43928398323911, -0.1498849127714657 51.43600364846633, -0.1431843798962668 51.43720140520888, -0.1419628178414836 51.44167945579486, -0.147442569245426 51.44496001704588))"
839,88194adadbfffff,11,"POLYGON ((-0.1431843798962668 51.43720140520888, -0.1498849127714657 51.43600364846633, -0.1511058171911346 51.4315251084485, -0.1456269692075478 51.42824459262632, -0.1389275003985901 51.42944239037988, -0.1377058156180844 51.43392066292949, -0.1431843798962668 51.43720140520888))"
840,88194adaddfffff,14,"POLYGON ((-0.1596253889558832 51.44704245469926, -0.1663276761674478 51.44584406362495, -0.1675476764262517 51.44136547835676, -0.1620661706859373 51.43808555143748, -0.1553649478106336 51.43928398323911, -0.1541441664505215 51.44376230121752, -0.1596253889558832 51.44704245469926))"
841,88194adae1fffff,18,"POLYGON ((-0.2083782729973497 51.45536136577928, -0.2150833155608223 51.45416027127958, -0.2163001873489226 51.44968061788073, -0.2108127994120552 51.44640232584462, -0.2041088212069198 51.44760346032374, -0.2028911666913732 51.45208284684434, -0.2083782729973497 51.45536136577928))"
842,88194adae3fffff,8,"POLYGON ((-0.2041088212069198 51.44760346032374, -0.2108127994120552 51.44640232584462, -0.2120297959310302 51.44192245002684, -0.2065435967487866 51.43864397562719, -0.1998406826388324 51.43984515018283, -0.1986229037269769 51.44432475904638, -0.2041088212069198 51.44760346032374))"
843,88194adae5fffff,11,"POLYGON ((-0.2205718926631934 51.45743838071029, -0.2272776228938243 51.45623660974415, -0.228493711548032 51.4517566895702, -0.2230048532165696 51.44847880712223, -0.2163001873489226 51.44968061788073, -0.2150833155608223 51.45416027127958, -0.2205718926631934 51.45743838071029))"
844,88194adae7fffff,9,"POLYGON ((-0.2163001873489226 51.44968061788073, -0.2230048532165696 51.44847880712223, -0.22422106693631 51.44399866445337, -0.2187333976986711 51.44072059937888, -0.2120297959310302 51.44192245002684, -0.2108127994120552 51.44640232584462, -0.2163001873489226 51.44968061788073))"
845,88194adae9fffff,21,"POLYGON ((-0.2004553239817471 51.46104090802009, -0.2071607430258743 51.45984052981218, -0.2083782729973497 51.45536136577928, -0.2028911666913732 51.45208284684434, -0.196186812263841 51.45328326512161, -0.194968499636838 51.4577621622492, -0.2004553239817471 51.46104090802009))"
846,88194adaebfffff,17,"POLYGON ((-0.196186812263841 51.45328326512161, -0.2028911666913732 51.45208284684434, -0.2041088212069198 51.44760346032374, -0.1986229037269769 51.44432475904638, -0.1919196136527469 51.44552521749009, -0.190701176816248 51.45000433702946, -0.196186812263841 51.45328326512161))"
847,88194adaedfffff,28,"POLYGON ((-0.212649038568898 51.46311886616286, -0.2193551457538636 51.46191781154542, -0.2205718926631934 51.45743838071029, -0.2150833155608223 51.45416027127958, -0.2083782729973497 51.45536136577928, -0.2071607430258743 51.45984052981218, -0.212649038568898 51.46311886616286))"
848,88194adb01fffff,3,"POLYGON ((-0.3030070253519354 51.50658624914523, -0.3097215127145113 51.50538128500981, -0.3109330436624155 51.50090114905948, -0.3054308742039888 51.49762624310628, -0.2987174525356116 51.4988312456105, -0.2975051347426451 51.50331111568366, -0.3030070253519354 51.50658624914523))"
849,88194adb03fffff,14,"POLYGON ((-0.2987174525356116 51.4988312456105, -0.3054308742039888 51.49762624310628, -0.306642532638693 51.49314588355659, -0.3011415560249848 51.48987079244906, -0.2944291997880765 51.49107583341974, -0.2932167548445551 51.49555592701605, -0.2987174525356116 51.4988312456105))"
850,88194adb05fffff,8,"POLYGON ((-0.3152248754297324 51.50865600556633, -0.321940047648292 51.50745036256499, -0.3231507913442074 51.50296996084132, -0.3176471501847442 51.49969546787685, -0.3109330436624155 51.50090114905948, -0.3097215127145113 51.50538128500981, -0.3152248754297324 51.50865600556633))"
851,88194adb07fffff,10,"POLYGON ((-0.3109330436624155 51.50090114905948, -0.3176471501847442 51.49969546787685, -0.3188580217038317 51.49521484247749, -0.3133555737273517 51.49194016409496, -0.306642532638693 51.49314588355659, -0.3054308742039888 51.49762624310628, -0.3109330436624155 51.50090114905948))"
852,88194adb09fffff,7,"POLYGON ((-0.2950799668709502 51.51227014260522, -0.3017948348588761 51.51106589555061, -0.3030070253519354 51.50658624914523, -0.2975051347426451 51.50331111568366, -0.290791332709348 51.50451540119691, -0.2895783554419715 51.50899478169762, -0.2950799668709502 51.51227014260522))"
853,88194adb0bfffff,5,"POLYGON ((-0.290791332709348 51.50451540119691, -0.2975051347426451 51.50331111568366, -0.2987174525356116 51.4988312456105, -0.2932167548445551 51.49555592701605, -0.2865040185030555 51.49676025108555, -0.2852909142720167 51.50123985517785, -0.290791332709348 51.50451540119691))"
854,88194adb0dfffff,20,"POLYGON ((-0.3072979187986224 51.51434084363694, -0.3140134721181204 51.51313591777262, -0.3152248754297324 51.50865600556633, -0.3097215127145113 51.50538128500981, -0.3030070253519354 51.50658624914523, -0.3017948348588761 51.51106589555061, -0.3072979187986224 51.51434084363694))"
855,88194adb11fffff,12,"POLYGON ((-0.2822180236907397 51.48900469265808, -0.2889296946032639 51.48780032993465, -0.2901422665481467 51.48332001295989, -0.2846439534577247 51.48004432482645, -0.2779333477114144 51.48124872630132, -0.2767199900004693 51.48572877714277, -0.2822180236907397 51.48900469265808))"
856,88194adb13fffff,3,"POLYGON ((-0.2779333477114144 51.48124872630132, -0.2846439534577247 51.48004432482645, -0.285856652254839 51.47556378461799, -0.2803595308471199 51.47228791207846, -0.2736499900043541 51.47349235240225, -0.2724365057768851 51.47797262640123, -0.2779333477114144 51.48124872630132))"
857,88194adb15fffff,12,"POLYGON ((-0.2944291997880765 51.49107583341974, -0.3011415560249848 51.48987079244906, -0.3023533417971013 51.48539020944467, -0.2968535576161916 51.48211493342517, -0.2901422665481467 51.48332001295989, -0.2889296946032639 51.48780032993465, -0.2944291997880765 51.49107583341974))"
858,88194adb17fffff,4,"POLYGON ((-0.2901422665481467 51.48332001295989, -0.2968535576161916 51.48211493342517, -0.298065470576438 51.47763412711082, -0.2925668784166136 51.47435866642167, -0.285856652254839 51.47556378461799, -0.2846439534577247 51.48004432482645, -0.2901422665481467 51.48332001295989))"
859,88194adb19fffff,19,"POLYGON ((-0.2742927421031292 51.49468816607587, -0.281004792645229 51.49348452019727, -0.2822180236907397 51.48900469265808, -0.2767199900004693 51.48572877714277, -0.2700090048844602 51.48693246186268, -0.2687949881438294 51.49141202324117, -0.2742927421031292 51.49468816607587))"
860,88194adb1bfffff,4,"POLYGON ((-0.2700090048844602 51.48693246186268, -0.2767199900004693 51.48572877714277, -0.2779333477114144 51.48124872630132, -0.2724365057768851 51.47797262640123, -0.2657265858241511 51.47917635005992, -0.2645124427538476 51.48365613466452, -0.2700090048844602 51.48693246186268))"
861,88194adb1dfffff,33,"POLYGON ((-0.2865040185030555 51.49676025108555, -0.2932167548445551 51.49555592701605, -0.2944291997880765 51.49107583341974, -0.2889296946032639 51.48780032993465, -0.2822180236907397 51.48900469265808, -0.281004792645229 51.49348452019727, -0.2865040185030555 51.49676025108555))"
862,88194adb21fffff,2,"POLYGON ((-0.3353706950407191 51.50503768036488, -0.3420861698501267 51.50383064109459, -0.3432954663177295 51.49934948430762, -0.3377900758161571 51.49607563241726, -0.331075666443743 51.4972827095915, -0.3298655822470364 51.50176360073664, -0.3353706950407191 51.50503768036488))"
863,88194adb25fffff,2,"POLYGON ((-0.3475927542106584 51.5071043070391, -0.3543089124522968 51.50589658835969, -0.3555174207841458 51.5014151660349, -0.3500105591212198 51.49814172791184, -0.3432954663177295 51.49934948430762, -0.3420861698501267 51.50383064109459, -0.3475927542106584 51.5071043070391))"
864,88194adb27fffff,1,"POLYGON ((-0.3432954663177295 51.49934948430762, -0.3500105591212198 51.49814172791184, -0.3512191961360308 51.49366008182709, -0.3457135282576357 51.4903864577368, -0.3389995006301587 51.4915942519467, -0.3377900758161571 51.49607563241726, -0.3432954663177295 51.49934948430762))"
865,88194adb29fffff,8,"POLYGON ((-0.3274448824028907 51.51072466986898, -0.3341607390036714 51.50951834775802, -0.3353706950407191 51.50503768036488, -0.3298655822470364 51.50176360073664, -0.3231507913442074 51.50296996084132, -0.321940047648292 51.50745036256499, -0.3274448824028907 51.51072466986898))"
866,88194adb2bfffff,5,"POLYGON ((-0.3231507913442074 51.50296996084132, -0.3298655822470364 51.50176360073664, -0.331075666443743 51.4972827095915, -0.3255717471711365 51.49400844428136, -0.3188580217038317 51.49521484247749, -0.3176471501847442 51.49969546787685, -0.3231507913442074 51.50296996084132))"
867,88194adb2dfffff,21,"POLYGON ((-0.3396670457306016 51.51279224146188, -0.3463835862393636 51.51158523999774, -0.3475927542106584 51.5071043070391, -0.3420861698501267 51.50383064109459, -0.3353706950407191 51.50503768036488, -0.3341607390036714 51.50951834775802, -0.3396670457306016 51.51279224146188))"
868,88194adb31fffff,3,"POLYGON ((-0.3145665729200362 51.48745931516464, -0.3212792332142445 51.48625287877933, -0.3224895732811809 51.48177154056444, -0.3169880398148746 51.47849690461779, -0.3102764444314308 51.47970337928992, -0.3090653177146035 51.48418445160642, -0.3145665729200362 51.48745931516464))"
869,88194adb35fffff,17,"POLYGON ((-0.3267819593777838 51.48952732952894, -0.3334953035754633 51.48832021435305, -0.3347048565860627 51.48383861034367, -0.3292018525663721 51.48056438728921, -0.3224895732811809 51.48177154056444, -0.3212792332142445 51.48625287877933, -0.3267819593777838 51.48952732952894))"
870,88194adb37fffff,10,"POLYGON ((-0.3224895732811809 51.48177154056444, -0.3292018525663721 51.48056438728921, -0.3304115336238862 51.47608255988582, -0.3249097222274488 51.47280815161304, -0.3181985075926015 51.47401534308523, -0.3169880398148746 51.47849690461779, -0.3224895732811809 51.48177154056444))"
871,88194adb39fffff,15,"POLYGON ((-0.306642532638693 51.49314588355659, -0.3133555737273517 51.49194016409496, -0.3145665729200362 51.48745931516464, -0.3090653177146035 51.48418445160642, -0.3023533417971013 51.48539020944467, -0.3011415560249848 51.48987079244906, -0.306642532638693 51.49314588355659))"
872,88194adb3bfffff,7,"POLYGON ((-0.3023533417971013 51.48539020944467, -0.3090653177146035 51.48418445160642, -0.3102764444314308 51.47970337928992, -0.3047763815852431 51.47642833079837, -0.298065470576438 51.47763412711082, -0.2968535576161916 51.48211493342517, -0.3023533417971013 51.48539020944467))"
873,88194adb3dfffff,2,"POLYGON ((-0.3188580217038317 51.49521484247749, -0.3255717471711365 51.49400844428136, -0.3267819593777838 51.48952732952894, -0.3212792332142445 51.48625287877933, -0.3145665729200362 51.48745931516464, -0.3133555737273517 51.49194016409496, -0.3188580217038317 51.49521484247749))"
874,88194adb41fffff,13,"POLYGON ((-0.2914408837808772 51.52570689929723, -0.2981571986572926 51.52450340780759, -0.2993699215494494 51.52002447492367, -0.2938671167164834 51.51674929936981, -0.2871518683182512 51.51795282931014, -0.2859383583861277 51.52243149633819, -0.2914408837808772 51.52570689929723))"
875,88194adb43fffff,26,"POLYGON ((-0.2871518683182512 51.51795282931014, -0.2938671167164834 51.51674929936981, -0.2950799668709502 51.51227014260522, -0.2895783554419715 51.50899478169762, -0.2828641732587824 51.51019835018639, -0.2816505364008134 51.51467724101887, -0.2871518683182512 51.51795282931014))"
876,88194adb45fffff,4,"POLYGON ((-0.3036611973066842 51.52777839776545, -0.3103781979927122 51.52657422733482, -0.3115901334374733 51.52209502869874, -0.3060858557549279 51.51882026622994, -0.2993699215494494 51.52002447492367, -0.2981571986572926 51.52450340780759, -0.3036611973066842 51.52777839776545))"
877,88194adb47fffff,15,"POLYGON ((-0.2993699215494494 51.52002447492367, -0.3060858557549279 51.51882026622994, -0.3072979187986224 51.51434084363694, -0.3017948348588761 51.51106589555061, -0.2950799668709502 51.51227014260522, -0.2938671167164834 51.51674929936981, -0.2993699215494494 51.52002447492367))"
878,88194adb49fffff,14,"POLYGON ((-0.2835108055918689 51.53138811662853, -0.2902275009239643 51.53018534237635, -0.2914408837808772 51.52570689929723, -0.2859383583861277 51.52243149633819, -0.2792227297927347 51.52363430913083, -0.2780085599667846 51.52811248632663, -0.2835108055918689 51.53138811662853))"
879,88194adb4bfffff,2,"POLYGON ((-0.2792227297927347 51.52363430913083, -0.2859383583861277 51.52243149633819, -0.2871518683182512 51.51795282931014, -0.2816505364008134 51.51467724101887, -0.2749359742828556 51.51588009244977, -0.2737216777182261 51.52035849351827, -0.2792227297927347 51.52363430913083))"
880,88194adb4dfffff,40,"POLYGON ((-0.2957312202086708 51.53346055976095, -0.3024486018263616 51.53225710662419, -0.3036611973066842 51.52777839776545, -0.2981571986572926 51.52450340780759, -0.2914408837808772 51.52570689929723, -0.2902275009239643 51.53018534237635, -0.2957312202086708 51.53346055976095))"
881,88194adb51fffff,14,"POLYGON ((-0.2706505385005425 51.50812546697195, -0.2773640344062562 51.50692257680512, -0.278577798040858 51.50244346231273, -0.273078851841002 51.49916750408363, -0.266366421884329 51.50037043308402, -0.2651518722897178 51.50484928146453, -0.2706505385005425 51.50812546697195))"
882,88194adb53fffff,15,"POLYGON ((-0.266366421884329 51.50037043308402, -0.273078851841002 51.49916750408363, -0.2742927421031292 51.49468816607587, -0.2687949881438294 51.49141202324117, -0.2620836238731238 51.49261499117271, -0.2608689479869779 51.4970940629924, -0.266366421884329 51.50037043308402))"
883,88194adb55fffff,17,"POLYGON ((-0.2828641732587824 51.51019835018639, -0.2895783554419715 51.50899478169762, -0.290791332709348 51.50451540119691, -0.2852909142720167 51.50123985517785, -0.278577798040858 51.50244346231273, -0.2773640344062562 51.50692257680512, -0.2828641732587824 51.51019835018639))"
884,88194adb57fffff,10,"POLYGON ((-0.278577798040858 51.50244346231273, -0.2852909142720167 51.50123985517785, -0.2865040185030555 51.49676025108555, -0.281004792645229 51.49348452019727, -0.2742927421031292 51.49468816607587, -0.273078851841002 51.49916750408363, -0.278577798040858 51.50244346231273))"
885,88194adb59fffff,20,"POLYGON ((-0.2627222399812851 51.51380626493418, -0.2694361153463891 51.5126040917687, -0.2706505385005425 51.50812546697195, -0.2651518722897178 51.50484928146453, -0.258439063133652 51.50605149355341, -0.2572238540906795 51.51052985221092, -0.2627222399812851 51.51380626493418))"
886,88194adb5bfffff,1,"POLYGON ((-0.258439063133652 51.50605149355341, -0.2651518722897178 51.50484928146453, -0.266366421884329 51.50037043308402, -0.2608689479869779 51.4970940629924, -0.2541572047766959 51.49829631410226, -0.2529418696292784 51.50277489626737, -0.258439063133652 51.50605149355341))"
887,88194adb5dfffff,32,"POLYGON ((-0.2749359742828556 51.51588009244977, -0.2816505364008134 51.51467724101887, -0.2828641732587824 51.51019835018639, -0.2773640344062562 51.50692257680512, -0.2706505385005425 51.50812546697195, -0.2694361153463891 51.5126040917687, -0.2749359742828556 51.51588009244977))"
888,88194adb61fffff,7,"POLYGON ((-0.323812503442395 51.52416449004384, -0.3305298078413801 51.52295892311174, -0.3317402954418315 51.51847896917335, -0.3262342666798053 51.51520484777231, -0.319518028502377 51.51641045269011, -0.3183067529766961 51.52089014100774, -0.323812503442395 51.52416449004384))"
889,88194adb63fffff,24,"POLYGON ((-0.319518028502377 51.51641045269011, -0.3262342666798053 51.51520484777231, -0.3274448824028907 51.51072466986898, -0.321940047648292 51.50745036256499, -0.3152248754297324 51.50865600556633, -0.3140134721181204 51.51313591777262, -0.319518028502377 51.51641045269011))"
890,88194adb65fffff,10,"POLYGON ((-0.3360370310232977 51.52623285836744, -0.3427550198075668 51.52502661195049, -0.3439647190756266 51.52054639249534, -0.3384572180030679 51.51727268495835, -0.3317402954418315 51.51847896917335, -0.3305298078413801 51.52295892311174, -0.3360370310232977 51.52623285836744))"
891,88194adb67fffff,8,"POLYGON ((-0.3317402954418315 51.51847896917335, -0.3384572180030679 51.51727268495835, -0.3396670457306016 51.51279224146188, -0.3341607390036714 51.50951834775802, -0.3274448824028907 51.51072466986898, -0.3262342666798053 51.51520484777231, -0.3317402954418315 51.51847896917335))"
892,88194adb69fffff,1,"POLYGON ((-0.3158836698306095 51.52984880394375, -0.3226013558523984 51.52864395432826, -0.323812503442395 51.52416449004384, -0.3183067529766961 51.52089014100774, -0.3115901334374733 51.52209502869874, -0.3103781979927122 51.52657422733482, -0.3158836698306095 51.52984880394375))"
893,88194adb6bfffff,8,"POLYGON ((-0.3115901334374733 51.52209502869874, -0.3183067529766961 51.52089014100774, -0.319518028502377 51.51641045269011, -0.3140134721181204 51.51313591777262, -0.3072979187986224 51.51434084363694, -0.3060858557549279 51.51882026622994, -0.3115901334374733 51.52209502869874))"
894,88194adb6dfffff,10,"POLYGON ((-0.3281083008121433 51.53191811724054, -0.3348266716953991 51.53071258819628, -0.3360370310232977 51.52623285836744, -0.3305298078413801 51.52295892311174, -0.323812503442395 51.52416449004384, -0.3226013558523984 51.52864395432826, -0.3281083008121433 51.53191811724054))"
895,88194e6003fffff,1,"POLYGON ((0.2648292039002884 51.59839443849734, 0.2581249520540636 51.59722838161637, 0.2568729782158132 51.5927692696437, 0.2623244831727974 51.58947648407554, 0.2690276626898525 51.59064258717687, 0.2702804094663011 51.59510142961139, 0.2648292039002884 51.59839443849734))"
896,88194e6005fffff,9,"POLYGON ((0.248470247435135 51.60827230950433, 0.241764211814097 51.60710562842172, 0.240513124492171 51.6026464704797, 0.2459672989945419 51.59935426296914, 0.252672261998023 51.6005209899887, 0.2539241230038569 51.60497987856719, 0.248470247435135 51.60827230950433))"
897,88194e6007fffff,1,"POLYGON ((0.252672261998023 51.6005209899887, 0.2459672989945419 51.59935426296914, 0.2447160985068965 51.59489488155818, 0.250169087559332 51.59160249659043, 0.2568729782158132 51.5927692696437, 0.2581249520540636 51.59722838161637, 0.252672261998023 51.6005209899887))"
898,88194e6009fffff,5,"POLYGON ((0.2685876547525874 51.61176957944453, 0.2618819690850548 51.61060428497753, 0.2606294474499516 51.60614588932456, 0.2660818381775028 51.60285305761242, 0.272786450992359 51.60401839829297, 0.2740397458194689 51.60847652445748, 0.2685876547525874 51.61176957944453))"
899,88194e600bfffff,2,"POLYGON ((0.272786450992359 51.60401839829297, 0.2660818381775028 51.60285305761242, 0.2648292039002884 51.59839443849734, 0.2702804094663011 51.59510142961139, 0.2769839496993372 51.59626681660219, 0.2782373568353569 51.60072516615409, 0.272786450992359 51.60401839829297))"
900,88194e600dfffff,5,"POLYGON ((0.2564283927822228 51.61389693927648, 0.2497219954655325 51.61273097454599, 0.248470247435135 51.60827230950433, 0.2539241230038569 51.60497987856719, 0.2606294474499516 51.60614588932456, 0.2618819690850548 51.61060428497753, 0.2564283927822228 51.61389693927648))"
901,88194e6011fffff,2,"POLYGON ((0.2811801514298453 51.58851483475409, 0.2744776835078466 51.58734940135639, 0.2732248243748847 51.58289033574507, 0.278673660858221 51.57959697322939, 0.2853750567399239 51.58076245313058, 0.2866286880658324 51.58522124902938, 0.2811801514298453 51.58851483475409))"
902,88194e6013fffff,13,"POLYGON ((0.2853750567399239 51.58076245313058, 0.278673660858221 51.57959697322939, 0.2774206895113907 51.57513768458401, 0.2828683420732613 51.5718441456124, 0.2895686661853112 51.57300967211362, 0.2908224093924277 51.57746869097183, 0.2853750567399239 51.58076245313058))"
903,88194e6015fffff,2,"POLYGON ((0.2690276626898525 51.59064258717687, 0.2623244831727974 51.58947648407554, 0.2610723966450552 51.5850171488514, 0.2665227169163755 51.58172418632679, 0.2732248243748847 51.58289033574507, 0.2744776835078466 51.58734940135639, 0.2690276626898525 51.59064258717687))"
904,88194e6017fffff,2,"POLYGON ((0.2732248243748847 51.58289033574507, 0.2665227169163755 51.58172418632679, 0.2652705178419325 51.57726462799386, 0.2707196538408829 51.57397148875216, 0.2774206895113907 51.57513768458401, 0.278673660858221 51.57959697322939, 0.2732248243748847 51.58289033574507))"
905,88194e6021fffff,3,"POLYGON ((0.2283517918833901 51.60477087937378, 0.2216454079351628 51.60360281133218, 0.2203957553858135 51.59914289134437, 0.2258517124965959 51.5958513086219, 0.2325570240631967 51.59701942232386, 0.2338074507878846 51.60147907307325, 0.2283517918833901 51.60477087937378))"
