,h3,count,geometry
362,88194ad219fffff,12,"POLYGON ((0.03716375976937664 51.49053549588503, 0.03046363761620697 51.48935104592286, 0.02922938628155273 51.48488026203718, 0.03469448037070592 51.48159419659772, 0.04139353545012404 51.48277868995793, 0.04262856340237901 51.48724920534467, 0.03716375976937664 51.49053549588503))"
363,88194ad21bfffff,4,"POLYGON ((0.04139353545012404 51.48277868995793, 0.03469448037070592 51.48159419659772, 0.03346011070793255 51.47712319052037, 0.03892401972834316 51.4738369463626, 0.04562200800049249 51.47502148321747, 0.04685715394779573 51.47949222072059, 0.04139353545012404 51.48277868995793))"
364,88194ad21dfffff,27,"POLYGON ((0.02499735804690644 51.49263693240341, 0.01829653697233516 51.49145180979718, 0.01706306266402745 51.48698075751395, 0.0225296322921989 51.48369509621958, 0.02922938628155273 51.48488026203718, 0.03046363761620697 51.48935104592286, 0.02499735804690644 51.49263693240341))"
365,88194ad221fffff,7,"POLYGON ((-0.02368999173970811 51.50103190203343, -0.03039360387817732 51.49984408639294, -0.03162396599442006 51.49537196153508, -0.02615149474483958 51.49208792029387, -0.0194489497340864 51.49327577839871, -0.01821780895689239 51.49774763526541, -0.02368999173970811 51.50103190203343))"
366,88194ad223fffff,4,"POLYGON ((-0.0194489497340864 51.49327577839871, -0.02615149474483958 51.49208792029387, -0.02738197685669948 51.48761557286734, -0.0219106923966657 51.48433135159731, -0.0152092142477151 51.48551925226335, -0.01397795380867452 51.48999133162326, -0.0194489497340864 51.49327577839871))"
367,88194ad225fffff,1,"POLYGON ((-0.03586726232899868 51.50312794736437, -0.04257157107569026 51.50193945785109, -0.04380115412235996 51.4974670651039, -0.03832720760358359 51.49418342974431, -0.03162396599442006 51.49537196153508, -0.03039360387817732 51.49984408639294, -0.03586726232899868 51.50312794736437))"
368,88194ad227fffff,3,"POLYGON ((-0.03162396599442006 51.49537196153508, -0.03832720760358359 51.49418342974431, -0.03955691097981279 51.48971081435294, -0.03408415159416254 51.48642699870219, -0.02738197685669948 51.48761557286734, -0.02615149474483958 51.49208792029387, -0.03162396599442006 51.49537196153508))"
369,88194ad229fffff,18,"POLYGON ((-0.0157549883196779 51.50669063572195, -0.02245897077006188 51.50550353626291, -0.02368999173970811 51.50103190203343, -0.01821780895689239 51.49774763526541, -0.01151489389018912 51.49893477727876, -0.01028309433438873 51.50340614349081, -0.0157549883196779 51.50669063572195))"
370,88194ad22bfffff,10,"POLYGON ((-0.01151489389018912 51.49893477727876, -0.01821780895689239 51.49774763526541, -0.0194489497340864 51.49327577839871, -0.01397795380867452 51.48999133162326, -0.007276105859579479 51.49117851628775, -0.006044186830005074 51.49565010506159, -0.01151489389018912 51.49893477727876))"
371,88194ad22dfffff,15,"POLYGON ((-0.02793234082208375 51.50878762278258, -0.03463702035427787 51.50759984950952, -0.03586726232899868 51.50312794736437, -0.03039360387817732 51.49984408639294, -0.02368999173970811 51.50103190203343, -0.02245897077006188 51.50550353626291, -0.02793234082208375 51.50878762278258))"
372,88194ad231fffff,14,"POLYGON ((-0.003038623670529921 51.48342185313378, -0.009739404768057406 51.4822346257213, -0.01097078472335149 51.47776232401228, -0.005502161277989165 51.47447751794451, 0.001197553233928749 51.47566478820169, 0.002429710774465981 51.48013682166698, -0.003038623670529921 51.48342185313378))"
373,88194ad233fffff,12,"POLYGON ((0.001197553233928749 51.47566478820169, -0.005502161277989165 51.47447751794451, -0.006733660604029554 51.47000499403047, -0.00126622278167553 51.46672000867783, 0.005432425410571711 51.46790732187642, 0.006664701988549021 51.47237957747129, 0.001197553233928749 51.47566478820169))"
374,88194ad235fffff,26,"POLYGON ((-0.0152092142477151 51.48551925226335, -0.0219106923966657 51.48433135159731, -0.02314129435837794 51.47985878174619, -0.01767119627635572 51.47657438068824, -0.01097078472335149 51.47776232401228, -0.009739404768057406 51.4822346257213, -0.0152092142477151 51.48551925226335))"
375,88194ad237fffff,18,"POLYGON ((-0.01097078472335149 51.47776232401228, -0.01767119627635572 51.47657438068824, -0.01890191794226362 51.47210158855667, -0.01343300582688636 51.4688170079517, -0.006733660604029554 51.47000499403047, -0.005502161277989165 51.47447751794451, -0.01097078472335149 51.47776232401228))"
376,88194ad239fffff,18,"POLYGON ((0.004894565111888439 51.48908017579517, -0.001806585312780935 51.48789366432536, -0.003038623670529921 51.48342185313378, 0.002429710774465981 51.48013682166698, 0.009129794358139964 51.48132337607149, 0.01036261022610918 51.48579491899314, 0.004894565111888439 51.48908017579517))"
377,88194ad23bfffff,6,"POLYGON ((0.009129794358139964 51.48132337607149, 0.002429710774465981 51.48013682166698, 0.001197553233928749 51.47566478820169, 0.006664701988549021 51.47237957747129, 0.01336371899730646 51.4735661749072, 0.0145966537147227 51.47803794002716, 0.009129794358139964 51.48132337607149))"
378,88194ad23dfffff,7,"POLYGON ((-0.007276105859579479 51.49117851628775, -0.01397795380867452 51.48999133162326, -0.0152092142477151 51.48551925226335, -0.009739404768057406 51.4822346257213, -0.003038623670529921 51.48342185313378, -0.001806585312780935 51.48789366432536, -0.007276105859579479 51.49117851628775))"
379,88194ad241fffff,38,"POLYGON ((0.02023161461092347 51.52155870376979, 0.01352722149677163 51.5203744264324, 0.01229344492599234 51.51590453275256, 0.01776328340582994 51.51261918459274, 0.02446660837972027 51.51380350494112, 0.02570116290214578 51.51827313042339, 0.02023161461092347 51.52155870376979))"
380,88194ad243fffff,4,"POLYGON ((0.02446660837972027 51.51380350494112, 0.01776328340582994 51.51261918459274, 0.01652938792614634 51.50814906814565, 0.02199803969061731 51.50486354030494, 0.02870029679096425 51.50604790376113, 0.02993496988853304 51.5105177519353, 0.02446660837972027 51.51380350494112))"
381,88194ad245fffff,30,"POLYGON ((0.008056195889482013 51.5236595946706, 0.001351103809206775 51.52247464394206, 0.0001181055993761208 51.51800448216616, 0.005589420996986522 51.51471953919988, 0.01229344492599234 51.51590453275256, 0.01352722149677163 51.5203744264324, 0.008056195889482013 51.5236595946706))"
382,88194ad247fffff,19,"POLYGON ((0.01229344492599234 51.51590453275256, 0.005589420996986522 51.51471953919988, 0.004356303544350556 51.51024915458135, 0.009826431881822204 51.50696403167196, 0.01652938792614634 51.50814906814565, 0.01776328340582994 51.51261918459274, 0.01229344492599234 51.51590453275256))"
383,88194ad249fffff,44,"POLYGON ((0.02817081249416019 51.52721166750779, 0.02146605041288617 51.52602810641637, 0.02023161461092347 51.52155870376979, 0.02570116290214578 51.51827313042339, 0.03240485658761026 51.51945673461574, 0.03364007026569373 51.52392586903861, 0.02817081249416019 51.52721166750779))"
384,88194ad24bfffff,13,"POLYGON ((0.03240485658761026 51.51945673461574, 0.02570116290214578 51.51827313042339, 0.02446660837972027 51.51380350494112, 0.02993496988853304 51.5105177519353, 0.03663759544507467 51.51170139932541, 0.03787292750980585 51.51617075650866, 0.03240485658761026 51.51945673461574))"
385,88194ad24dfffff,3,"POLYGON ((0.01599531492706079 51.52931349986273, 0.009289853405859323 51.52812926543938, 0.008056195889482013 51.5236595946706, 0.01352722149677163 51.5203744264324, 0.02023161461092347 51.52155870376979, 0.02146605041288617 51.52602810641637, 0.01599531492706079 51.52931349986273))"
386,88194ad251fffff,2,"POLYGON ((0.04086902962384069 51.50394566202122, 0.03416747192936381 51.50276197133651, 0.03293268040186316 51.49829190061428, 0.0383986695817377 51.49500578901149, 0.04509915968089022 51.49618952308754, 0.04633472808364198 51.50065932536014, 0.04086902962384069 51.50394566202122))"
387,88194ad253fffff,13,"POLYGON ((0.04509915968089022 51.49618952308754, 0.0383986695817377 51.49500578901149, 0.03716375976937664 51.49053549588503, 0.04262856340237901 51.48724920534467, 0.04932798617292211 51.48843298290874, 0.05056367252725986 51.49290300751026, 0.04509915968089022 51.49618952308754))"
388,88194ad255fffff,5,"POLYGON ((0.02870029679096425 51.50604790376113, 0.02199803969061731 51.50486354030494, 0.02076402544739345 51.50039320123442, 0.02623149090840826 51.49710749395346, 0.03293268040186316 51.49829190061428, 0.03416747192936381 51.50276197133651, 0.02870029679096425 51.50604790376113))"
389,88194ad257fffff,2,"POLYGON ((0.03293268040186316 51.49829190061428, 0.02623149090840826 51.49710749395346, 0.02499735804690644 51.49263693240341, 0.03046363761620697 51.48935104592286, 0.03716375976937664 51.49053549588503, 0.0383986695817377 51.49500578901149, 0.03293268040186316 51.49829190061428))"
390,88194ad25dfffff,1,"POLYGON ((0.03663759544507467 51.51170139932541, 0.02993496988853304 51.5105177519353, 0.02870029679096425 51.50604790376113, 0.03416747192936381 51.50276197133651, 0.04086902962384069 51.50394566202122, 0.04210447993009721 51.50841524182106, 0.03663759544507467 51.51170139932541))"
391,88194ad261fffff,20,"POLYGON ((-0.01205940908371446 51.52010335258837, -0.0187648295343847 51.5189170118892, -0.01999638970560977 51.51444609123254, -0.01452330838327639 51.51116177922827, -0.007818955838533941 51.51234816247477, -0.00658661682205082 51.5168188151632, -0.01205940908371446 51.52010335258837))"
392,88194ad263fffff,64,"POLYGON ((-0.007818955838533941 51.51234816247477, -0.01452330838327639 51.51116177922827, -0.0157549883196779 51.50669063572195, -0.01028309433438873 51.50340614349081, -0.00357980942925032 51.50459256938155, -0.002347350981603076 51.5090634448442, -0.007818955838533941 51.51234816247477))"
393,88194ad265fffff,16,"POLYGON ((-0.02423909860587947 51.5222011434257, -0.03094521662214448 51.52101412878443, -0.032175997539054 51.5165429402613, -0.02670143980583918 51.51325903423087, -0.01999638970560977 51.51444609123254, -0.0187648295343847 51.5189170118892, -0.02423909860587947 51.5222011434257))"
394,88194ad267fffff,42,"POLYGON ((-0.01999638970560977 51.51444609123254, -0.02670143980583918 51.51325903423087, -0.02793234082208375 51.50878762278258, -0.02245897077006188 51.50550353626291, -0.0157549883196779 51.50669063572195, -0.01452330838327639 51.51116177922827, -0.01999638970560977 51.51444609123254))"
395,88194ad269fffff,9,"POLYGON ((-0.004121399060726364 51.52575940672446, -0.01082718964411893 51.52457378235874, -0.01205940908371446 51.52010335258837, -0.00658661682205082 51.5168188151632, 0.0001181055993761208 51.51800448216616, 0.001351103809206775 51.52247464394206, -0.004121399060726364 51.52575940672446))"
396,88194ad26bfffff,32,"POLYGON ((0.0001181055993761208 51.51800448216616, -0.00658661682205082 51.5168188151632, -0.007818955838533941 51.51234816247477, -0.002347350981603076 51.5090634448442, 0.004356303544350556 51.51024915458135, 0.005589420996986522 51.51471953919988, 0.0001181055993761208 51.51800448216616))"
397,88194ad26dfffff,25,"POLYGON ((-0.01630116972273113 51.5278581393377, -0.02300765834569425 51.52667184108884, -0.02423909860587947 51.5222011434257, -0.0187648295343847 51.5189170118892, -0.01205940908371446 51.52010335258837, -0.01082718964411893 51.52457378235874, -0.01630116972273113 51.5278581393377))"
398,88194ad281fffff,2,"POLYGON ((0.03821491222240033 51.44819207110642, 0.03151979127353884 51.44700601601274, 0.03028638260870557 51.44253336354078, 0.03574731934379308 51.43924703489573, 0.04244137479296588 51.44043313359347, 0.04367555889524871 51.44490551731734, 0.03821491222240033 51.44819207110642))"
399,88194ad283fffff,7,"POLYGON ((0.04244137479296588 51.44043313359347, 0.03574731934379308 51.43924703489573, 0.03451379255410993 51.4347741609463, 0.03997354599703637 51.43148765450316, 0.04666653621240214 51.43267379690128, 0.04790083810719869 51.43714640202736, 0.04244137479296588 51.44043313359347))"
400,88194ad285fffff,5,"POLYGON ((0.02605767083581423 51.45029216661903, 0.0193618519558677 51.44910543950933, 0.01812921913630108 51.44463251839064, 0.02359162923992317 51.44134659301349, 0.03028638260870557 51.44253336354078, 0.03151979127353884 51.44700601601274, 0.02605767083581423 51.45029216661903))"
401,88194ad287fffff,3,"POLYGON ((0.03028638260870557 51.44253336354078, 0.02359162923992317 51.44134659301349, 0.02235887796303692 51.43687345034202, 0.02782010443069588 51.43358734690501, 0.03451379255410993 51.4347741609463, 0.03574731934379308 51.43924703489573, 0.03028638260870557 51.44253336354078))"
402,88194ad289fffff,3,"POLYGON ((0.04614446669925833 51.45384957291304, 0.03944897838766411 51.45266423328388, 0.03821491222240033 51.44819207110642, 0.04367555889524871 51.44490551731734, 0.05036998145287526 51.44609090064061, 0.05160482298007268 51.45056279404399, 0.04614446669925833 51.45384957291304))"
403,88194ad28bfffff,3,"POLYGON ((0.05036998145287526 51.44609090064061, 0.04367555889524871 51.44490551731734, 0.04244137479296588 51.44043313359347, 0.04790083810719869 51.43714640202736, 0.05459419517693322 51.43833182914109, 0.05582915430880082 51.44280394401563, 0.05036998145287526 51.44609090064061))"
404,88194ad28dfffff,31,"POLYGON ((0.03398714794562872 51.45595060905531, 0.02729096123112372 51.45476459746926, 0.02605767083581423 51.45029216661903, 0.03151979127353884 51.44700601601274, 0.03821491222240033 51.44819207110642, 0.03944897838766411 51.45266423328388, 0.03398714794562872 51.45595060905531))"
405,88194ad291fffff,6,"POLYGON ((0.05881710842633088 51.43057235879925, 0.05212481657847948 51.42938688779875, 0.05089039703558548 51.4249140614148, 0.05634749486374167 51.4216269750164, 0.06303872175564247 51.42281248999993, 0.06427391566391011 51.42728504738405, 0.05881710842633088 51.43057235879925))"
406,88194ad293fffff,6,"POLYGON ((0.06303872175564247 51.42281248999993, 0.05634749486374167 51.4216269750164, 0.05511295781702016 51.4171539275189, 0.06056887351731777 51.4138666640652, 0.06725903571920686 51.41505222312795, 0.06849434679943975 51.41952500155042, 0.06303872175564247 51.42281248999993))"
407,88194ad295fffff,3,"POLYGON ((0.04666653621240214 51.43267379690128, 0.03997354599703637 51.43148765450316, 0.03873990122709135 51.42701455922057, 0.04419847178814828 51.42372787521995, 0.05089039703558548 51.4249140614148, 0.05212481657847948 51.42938688779875, 0.04666653621240214 51.43267379690128))"
408,88194ad297fffff,4,"POLYGON ((0.05089039703558548 51.4249140614148, 0.04419847178814828 51.42372787521995, 0.04296470918241491 51.41925455874854, 0.04842209727176029 51.41596769743109, 0.05511295781702016 51.4171539275189, 0.05634749486374167 51.4216269750164, 0.05089039703558548 51.4249140614148))"
409,88194ad299fffff,6,"POLYGON ((0.06674484324943519 51.43622945077604, 0.06005218501852234 51.43504469500073, 0.05881710842633088 51.43057235879925, 0.06427391566391011 51.42728504738405, 0.07096550868519448 51.42846984723249, 0.07220135956703694 51.43294191440821, 0.06674484324943519 51.43622945077604))"
410,88194ad29bfffff,4,"POLYGON ((0.07096550868519448 51.42846984723249, 0.06427391566391011 51.42728504738405, 0.06303872175564247 51.42281248999993, 0.06849434679943975 51.41952500155042, 0.07518487487713633 51.42070984556817, 0.07642084274317044 51.42518213385134, 0.07096550868519448 51.42846984723249))"
411,88194ad29dfffff,2,"POLYGON ((0.05459419517693322 51.43833182914109, 0.04790083810719869 51.43714640202736, 0.04666653621240214 51.43267379690128, 0.05212481657847948 51.42938688779875, 0.05881710842633088 51.43057235879925, 0.06005218501852234 51.43504469500073, 0.05459419517693322 51.43833182914109))"
412,88194ad2a1fffff,17,"POLYGON ((0.005969884888874486 51.44673059755073, -0.0007262629377740123 51.44554248262797, -0.001957461966114569 51.44106880281668, 0.003506710392675076 51.43778350643239, 0.01020179295177721 51.43897166449621, 0.01143376830820533 51.44344507578834, 0.005969884888874486 51.44673059755073))"
413,88194ad2a3fffff,5,"POLYGON ((0.01020179295177721 51.43897166449621, 0.003506710392675076 51.43778350643239, 0.002275392386768384 51.43330960506194, 0.007738380833048855 51.43002413033492, 0.01443239839013005 51.43121233163622, 0.01566449239155597 51.43568596441215, 0.01020179295177721 51.43897166449621))"
414,88194ad2a5fffff,17,"POLYGON ((-0.006191619619548858 51.4488276004287, -0.01288846398348063 51.44763881294018, -0.01411888627612963 51.44316486471129, -0.00865324105193417 51.43987997237362, -0.001957461966114569 51.44106880281668, -0.0007262629377740123 51.44554248262797, -0.006191619619548858 51.4488276004287))"
415,88194ad2a7fffff,2,"POLYGON ((-0.001957461966114569 51.44106880281668, -0.00865324105193417 51.43987997237362, -0.009883782654876681 51.43540580251017, -0.004419321686356338 51.43212073156784, 0.002275392386768384 51.43330960506194, 0.003506710392675076 51.43778350643239, -0.001957461966114569 51.44106880281668))"
416,88194ad2a9fffff,16,"POLYGON ((0.01389825780574285 51.45239118658592, 0.007201741455341489 51.45120378721469, 0.005969884888874486 51.44673059755073, 0.01143376830820533 51.44344507578834, 0.01812921913630108 51.44463251839064, 0.0193618519558677 51.44910543950933, 0.01389825780574285 51.45239118658592))"
417,88194ad2abfffff,7,"POLYGON ((0.01812921913630108 51.44463251839064, 0.01143376830820533 51.44344507578834, 0.01020179295177721 51.43897166449621, 0.01566449239155597 51.43568596441215, 0.02235887796303692 51.43687345034202, 0.02359162923992317 51.44134659301349, 0.01812921913630108 51.44463251839064))"
418,88194ad2adfffff,4,"POLYGON ((0.001736673645826684 51.45448913041465, -0.004960539713896785 51.45330105853647, -0.006191619619548858 51.4488276004287, -0.0007262629377740123 51.44554248262797, 0.005969884888874486 51.44673059755073, 0.007201741455341489 51.45120378721469, 0.001736673645826684 51.45448913041465))"
419,88194ad2b1fffff,2,"POLYGON ((0.02658723484124977 51.42911398282507, 0.01989391426078186 51.42792645347129, 0.018661701759137 51.4234525993559, 0.02412203447089298 51.42016654335082, 0.03081429032595279 51.42135411622488, 0.03204727808330078 51.42582770156893, 0.02658723484124977 51.42911398282507))"
420,88194ad2b5fffff,15,"POLYGON ((0.01443239839013005 51.43121233163622, 0.007738380833048855 51.43002413033492, 0.006506943994532987 51.42555000754965, 0.01196874893862764 51.42226435472072, 0.018661701759137 51.4234525993559, 0.01989391426078186 51.42792645347129, 0.01443239839013005 51.43121233163622))"
421,88194ad2b7fffff,8,"POLYGON ((0.018661701759137 51.4234525993559, 0.01196874893862764 51.42226435472072, 0.01073719341237687 51.41779001066511, 0.01619781526445004 51.41450417997505, 0.02288970361378257 51.41569246804043, 0.02412203447089298 51.42016654335082, 0.018661701759137 51.4234525993559))"
422,88194ad2b9fffff,2,"POLYGON ((0.03451379255410993 51.4347741609463, 0.02782010443069588 51.43358734690501, 0.02658723484124977 51.42911398282507, 0.03204727808330078 51.42582770156893, 0.03873990122709135 51.42701455922057, 0.03997354599703637 51.43148765450316, 0.03451379255410993 51.4347741609463))"
423,88194ad2bbfffff,1,"POLYGON ((0.03873990122709135 51.42701455922057, 0.03204727808330078 51.42582770156893, 0.03081429032595279 51.42135411622488, 0.03627315075262379 51.4180676573903, 0.04296470918241491 51.41925455874854, 0.04419847178814828 51.42372787521995, 0.03873990122709135 51.42701455922057))"
424,88194ad2bdfffff,15,"POLYGON ((0.02235887796303692 51.43687345034202, 0.01566449239155597 51.43568596441215, 0.01443239839013005 51.43121233163622, 0.01989391426078186 51.42792645347129, 0.02658723484124977 51.42911398282507, 0.02782010443069588 51.43358734690501, 0.02235887796303692 51.43687345034202))"
425,88194ad2c1fffff,11,"POLYGON ((0.04984917797656382 51.46726387604825, 0.04315225624528321 51.46607929560218, 0.04191765036091027 51.46160784557362, 0.04737919047733435 51.45832124470108, 0.05407504593413043 51.45950586883487, 0.05531042743738131 51.46397705013864, 0.04984917797656382 51.46726387604825))"
426,88194ad2c3fffff,9,"POLYGON ((0.05407504593413043 51.45950586883487, 0.04737919047733435 51.45832124470108, 0.04614446669925833 51.45384957291304, 0.05160482298007268 51.45056279404399, 0.05829961242870162 51.45174746196193, 0.05953511149309042 51.45621886494993, 0.05407504593413043 51.45950586883487))"
427,88194ad2c7fffff,16,"POLYGON ((0.04191765036091027 51.46160784557362, 0.03522109602922818 51.46042254954214, 0.03398714794562872 51.45595060905531, 0.03944897838766411 51.45266423328388, 0.04614446669925833 51.45384957291304, 0.04737919047733435 51.45832124470108, 0.04191765036091027 51.46160784557362))"
428,88194ad2c9fffff,16,"POLYGON ((0.05778173068738617 51.47291870035367, 0.05108444177415556 51.47173483552373, 0.04984917797656382 51.46726387604825, 0.05531042743738131 51.46397705013864, 0.06200664982177524 51.46516095874632, 0.06324268916250955 51.46963164947107, 0.05778173068738617 51.47291870035367))"
429,88194ad2cbfffff,5,"POLYGON ((0.06200664982177524 51.46516095874632, 0.05531042743738131 51.46397705013864, 0.05407504593413043 51.45950586883487, 0.05953511149309042 51.45621886494993, 0.06623026761512728 51.4574028174318, 0.06746642432893012 51.46187372990962, 0.06200664982177524 51.46516095874632))"
430,88194ad2cdfffff,3,"POLYGON ((0.04562200800049249 51.47502148321747, 0.03892401972834316 51.4738369463626, 0.03768953188238217 51.46936571823764, 0.04315225624528321 51.46607929560218, 0.04984917797656382 51.46726387604825, 0.05108444177415556 51.47173483552373, 0.04562200800049249 51.47502148321747))"
431,88194ad2d1fffff,1,"POLYGON ((0.07045258462271305 51.44964427679466, 0.06375849449660774 51.44846028034219, 0.06252287801548458 51.4439886558141, 0.06798057700301322 51.44070129670007, 0.07467360139950754 51.44188533721945, 0.07590999242651671 51.44635669277115, 0.07045258462271305 51.44964427679466))"
432,88194ad2d3fffff,8,"POLYGON ((0.07467360139950754 51.44188533721945, 0.06798057700301322 51.44070129670007, 0.06674484324943519 51.43622945077604, 0.07220135956703694 51.43294191440821, 0.07889331850024719 51.4341259990908, 0.08012982646760408 51.43859757596321, 0.07467360139950754 51.44188533721945))"
433,88194ad2d5fffff,11,"POLYGON ((0.05829961242870162 51.45174746196193, 0.05160482298007268 51.45056279404399, 0.05036998145287526 51.44609090064061, 0.05582915430880082 51.44280394401563, 0.06252287801548458 51.4439886558141, 0.06375849449660774 51.44846028034219, 0.05829961242870162 51.45174746196193))"
434,88194ad2d7fffff,2,"POLYGON ((0.06252287801548458 51.4439886558141, 0.05582915430880082 51.44280394401563, 0.05459419517693322 51.43833182914109, 0.06005218501852234 51.43504469500073, 0.06674484324943519 51.43622945077604, 0.06798057700301322 51.44070129670007, 0.06252287801548458 51.4439886558141))"
435,88194ad2d9fffff,8,"POLYGON ((0.07838331489307193 51.4552986919573, 0.07168885856523177 51.45411541088147, 0.07045258462271305 51.44964427679466, 0.07590999242651671 51.44635669277115, 0.08260338277099487 51.44754001800396, 0.0838404311834066 51.4520108830885, 0.07838331489307193 51.4552986919573))"
436,88194ad2dbfffff,7,"POLYGON ((0.08260338277099487 51.44754001800396, 0.07590999242651671 51.44635669277115, 0.07467360139950754 51.44188533721945, 0.08012982646760408 51.43859757596321, 0.08682215109517756 51.43978094544929, 0.08805931625998213 51.44425203192355, 0.08260338277099487 51.44754001800396))"
437,88194ad2ddfffff,7,"POLYGON ((0.06623026761512728 51.4574028174318, 0.05953511149309042 51.45621886494993, 0.05829961242870162 51.45174746196193, 0.06375849449660774 51.44846028034219, 0.07045258462271305 51.44964427679466, 0.07168885856523177 51.45411541088147, 0.06623026761512728 51.4574028174318))"
438,88194ad2e3fffff,14,"POLYGON ((0.02182765668008562 51.45805056979611, 0.01513077202312513 51.45686388600756, 0.01389825780574285 51.45239118658592, 0.0193618519558677 51.44910543950933, 0.02605767083581423 51.45029216661903, 0.02729096123112372 51.45476459746926, 0.02182765668008562 51.45805056979611))"
439,88194ad2e5fffff,7,"POLYGON ((0.005432425410571711 51.46790732187642, -0.00126622278167553 51.46672000867783, -0.002497841333091792 51.46224726270291, 0.002968411277362887 51.45896209830622, 0.00966599341579248 51.46014945454283, 0.01089838888601755 51.46462193212318, 0.005432425410571711 51.46790732187642))"
440,88194ad2e7fffff,14,"POLYGON ((0.00966599341579248 51.46014945454283, 0.002968411277362887 51.45896209830622, 0.001736673645826684 51.45448913041465, 0.007201741455341489 51.45120378721469, 0.01389825780574285 51.45239118658592, 0.01513077202312513 51.45686388600756, 0.00966599341579248 51.46014945454283))"
441,88194ad2e9fffff,7,"POLYGON ((0.0255277120515445 51.47146648472157, 0.01882939300759869 51.47028055986134, 0.01759633958588957 51.46580857268712, 0.02306082866105751 51.46252277888041, 0.02975808140724031 51.46370874705529, 0.03099191126441252 51.46818046570735, 0.0255277120515445 51.47146648472157))"
442,88194ad2ebfffff,13,"POLYGON ((0.02975808140724031 51.46370874705529, 0.02306082866105751 51.46252277888041, 0.02182765668008562 51.45805056979611, 0.02729096123112372 51.45476459746926, 0.03398714794562872 51.45595060905531, 0.03522109602922818 51.46042254954214, 0.02975808140724031 51.46370874705529))"
443,88194ad2edfffff,9,"POLYGON ((0.01336371899730646 51.4735661749072, 0.006664701988549021 51.47237957747129, 0.005432425410571711 51.46790732187642, 0.01089838888601755 51.46462193212318, 0.01759633958588957 51.46580857268712, 0.01882939300759869 51.47028055986134, 0.01336371899730646 51.4735661749072))"
444,88194ad301fffff,64,"POLYGON ((-0.07666347657096416 51.51716476636417, -0.08337093978651863 51.5159742953791, -0.08459806169457591 51.51150132259068, -0.07911850112841809 51.50821908827995, -0.07241210534326668 51.50940960088464, -0.0711842028055584 51.51388230616533, -0.07666347657096416 51.51716476636417))"
445,88194ad303fffff,42,"POLYGON ((-0.07241210534326668 51.50940960088464, -0.07911850112841809 51.50821908827995, -0.08034574451522335 51.50374589247653, -0.07486737252366356 51.50046347684606, -0.06816204390339614 51.50165403116746, -0.06693402022145473 51.50612695938752, -0.07241210534326668 51.50940960088464))"
446,88194ad305fffff,75,"POLYGON ((-0.08885168933935987 51.51925634812888, -0.09555984731246735 51.51806520210214, -0.09678618818227094 51.51359196190818, -0.09130515222892183 51.51031013513137, -0.08459806169457591 51.51150132259068, -0.08337093978651863 51.5159742953791, -0.08885168933935987 51.51925634812888))"
447,88194ad307fffff,57,"POLYGON ((-0.08459806169457591 51.51150132259068, -0.09130515222892183 51.51031013513137, -0.09253161491213455 51.50583667184676, -0.08705176787623772 51.50255466348754, -0.08034574451522335 51.50374589247653, -0.07911850112841809 51.50821908827995, -0.08459806169457591 51.51150132259068))"
448,88194ad309fffff,96,"POLYGON ((-0.06872785964434927 51.52282700304076, -0.07543569532399172 51.52163724856146, -0.07666347657096416 51.51716476636417, -0.0711842028055584 51.51388230616533, -0.06447743481333008 51.51507210235413, -0.06324887301080084 51.51954431701719, -0.06872785964434927 51.52282700304076))"
449,88194ad30bfffff,47,"POLYGON ((-0.06447743481333008 51.51507210235413, -0.0711842028055584 51.51388230616533, -0.07241210534326668 51.50940960088464, -0.06693402022145473 51.50612695938752, -0.06022831965096882 51.50731679738296, -0.05899963689223129 51.5117892350538, -0.06447743481333008 51.51507210235413))"
450,88194ad30dfffff,75,"POLYGON ((-0.08091615814520708 51.5249195272209, -0.08762468905674092 51.52372909775828, -0.08885168933935987 51.51925634812888, -0.08337093978651863 51.5159742953791, -0.07666347657096416 51.51716476636417, -0.07543569532399172 51.52163724856146, -0.08091615814520708 51.5249195272209))"
451,88194ad311fffff,30,"POLYGON ((-0.05598051359872509 51.49956108851232, -0.06268514701313077 51.49837120861322, -0.06391329169288532 51.49389805759786, -0.05843758262231331 51.49061505422758, -0.05173401609843699 51.49180497612736, -0.05050509186623441 51.49627785938169, -0.05598051359872509 51.49956108851232))"
452,88194ad313fffff,23,"POLYGON ((-0.05173401609843699 51.49180497612736, -0.05843758262231331 51.49061505422758, -0.0596658481536041 51.48614168056107, -0.05419132649098995 51.48285849661586, -0.04748882659211436 51.48404846061324, -0.04625978184241968 51.48852156644318, -0.05173401609843699 51.49180497612736))"
453,88194ad315fffff,16,"POLYGON ((-0.06816204390339614 51.50165403116746, -0.07486737252366356 51.50046347684606, -0.07609473724263457 51.49599005817176, -0.07061755341374645 51.49270746146273, -0.06391329169288532 51.49389805759786, -0.06268514701313077 51.49837120861322, -0.06816204390339614 51.50165403116746))"
454,88194ad317fffff,23,"POLYGON ((-0.06391329169288532 51.49389805759786, -0.07061755341374645 51.49270746146273, -0.07184503931842504 51.48823382006165, -0.06636904324044762 51.48495104251521, -0.0596658481536041 51.48614168056107, -0.05843758262231331 51.49061505422758, -0.06391329169288532 51.49389805759786))"
